,Corriente [A],Tension fotocatodo [V],Hora
0,2.02506e-12,-3.0,12:48:18
1,2.21602e-12,-2.8,
2,1.43086e-12,-2.5999999999999996,
3,1.78125e-12,-2.3999999999999995,
4,1.67289e-12,-2.1999999999999993,
5,1.45351e-12,-1.9999999999999991,
6,1.49836e-12,-1.799999999999999,
7,1.51968e-12,-1.5999999999999988,
8,1.55876e-12,-1.3999999999999986,
9,1.41887e-12,-1.1999999999999984,
10,1.27943e-12,-0.9999999999999982,
11,3.74591e-13,-0.799999999999998,
12,3.05646e-12,-0.5999999999999979,
13,1.39045e-11,-0.3999999999999977,
14,4.14391e-11,-0.1999999999999975,
15,8.44698e-11,2.6645352591003757e-15,
16,1.41754e-10,0.20000000000000284,
17,2.062e-10,0.400000000000003,
18,2.62988e-10,0.6000000000000032,
19,3.19888e-10,0.8000000000000034,
20,3.57206e-10,1.0000000000000036,
21,4.0791e-10,1.2000000000000037,
22,4.41704e-10,1.400000000000004,
23,4.90278e-10,1.600000000000004,
24,4.93291e-10,1.8000000000000043,
25,5.31262e-10,2.0000000000000044,
26,5.78954e-10,2.2000000000000046,
27,6.07205e-10,2.400000000000005,
28,6.38526e-10,2.600000000000005,
29,6.71552e-10,2.800000000000005,
30,7.05032e-10,3.0000000000000053,
31,7.25269e-10,3.2000000000000055,
32,7.53179e-10,3.4000000000000057,
33,7.60284e-10,3.600000000000006,
34,7.94788e-10,3.800000000000006,
35,8.16787e-10,4.000000000000006,
36,8.22528e-10,4.200000000000006,
37,8.47994e-10,4.400000000000007,
38,9.38321e-10,4.600000000000007,
39,9.29393e-10,4.800000000000007,
40,9.29735e-10,5.000000000000007,
41,9.76009e-10,5.200000000000006,
42,9.68505e-10,5.4000000000000075,
43,9.67141e-10,5.6000000000000085,
44,9.93175e-10,5.800000000000008,
45,1.00784e-09,6.000000000000007,
46,1.06264e-09,6.200000000000008,
47,1.08117e-09,6.400000000000009,
48,1.10686e-09,6.6000000000000085,
49,1.12357e-09,6.800000000000008,
50,1.1778e-09,7.000000000000009,
51,1.17962e-09,7.20000000000001,
52,1.47657e-09,7.400000000000009,
53,1.17405e-09,7.6000000000000085,
54,1.17655e-09,7.80000000000001,
55,1.19201e-09,8.00000000000001,
