,Corriente [A],Tension fotocatodo [V],Hora
0,1.43486e-12,-3.0,13:15:33
1,1.50858e-12,-2.8,
2,1.55299e-12,-2.5999999999999996,
3,1.43974e-12,-2.3999999999999995,
4,1.50369e-12,-2.1999999999999993,
5,1.50813e-12,-1.9999999999999991,
6,1.32739e-12,-1.799999999999999,
7,1.32117e-12,-1.5999999999999988,
8,1.28165e-12,-1.3999999999999986,
9,1.03607e-12,-1.1999999999999984,
10,5.48232e-13,-0.9999999999999982,
11,1.33139e-12,-0.799999999999998,
12,5.96459e-12,-0.5999999999999979,
13,1.73462e-11,-0.3999999999999977,
14,3.57174e-11,-0.1999999999999975,
15,7.03264e-11,2.6645352591003757e-15,
16,1.0909e-10,0.20000000000000284,
17,1.5357e-10,0.400000000000003,
18,1.87875e-10,0.6000000000000032,
19,2.25158e-10,0.8000000000000034,
20,2.61624e-10,1.0000000000000036,
21,2.96042e-10,1.2000000000000037,
22,3.28471e-10,1.400000000000004,
23,3.59025e-10,1.600000000000004,
24,3.83325e-10,1.8000000000000043,
25,4.11832e-10,2.0000000000000044,
26,4.34371e-10,2.2000000000000046,
27,4.65779e-10,2.400000000000005,
28,5.25748e-10,2.600000000000005,
29,5.55307e-10,2.800000000000005,
30,5.86173e-10,3.0000000000000053,
31,6.03738e-10,3.2000000000000055,
32,6.20393e-10,3.4000000000000057,
33,6.09706e-10,3.600000000000006,
34,6.17096e-10,3.800000000000006,
35,6.72916e-10,4.000000000000006,
36,6.73484e-10,4.200000000000006,
37,6.80988e-10,4.400000000000007,
38,7.01053e-10,4.600000000000007,
39,7.21744e-10,4.800000000000007,
40,7.51928e-10,5.000000000000007,
41,7.36353e-10,5.200000000000006,
42,7.66139e-10,5.4000000000000075,
43,7.762e-10,5.6000000000000085,
44,7.50166e-10,5.800000000000008,
45,7.87853e-10,6.000000000000007,
46,7.98369e-10,6.200000000000008,
47,8.32191e-10,6.400000000000009,
48,8.72323e-10,6.6000000000000085,
49,8.55724e-10,6.800000000000008,
50,8.68685e-10,7.000000000000009,
51,8.76415e-10,7.20000000000001,
52,8.92616e-10,7.400000000000009,
53,8.93298e-10,7.6000000000000085,
54,9.34229e-10,7.80000000000001,
55,9.22913e-10,8.00000000000001,
