,Corriente [A],Tension fotocatodo [V],Escala,Hora
0,5.69005e-11,-1.0,14,12:57:07
1,5.75897e-11,-0.9,14,
2,5.76039e-11,-0.8,14,
3,5.754e-11,-0.7000000000000001,14,
4,5.79023e-11,-0.6000000000000001,14,
5,6.17111e-11,-0.5000000000000001,14,
6,6.71823e-11,-0.40000000000000013,14,
7,8.15068e-11,-0.30000000000000016,14,
8,1.06909e-10,-0.20000000000000018,15,
9,1.45932e-10,-0.1000000000000002,15,
10,1.92657e-10,-2.220446049250313e-16,15,
11,2.46333e-10,0.09999999999999964,16,
12,3.02295e-10,0.19999999999999973,16,
13,3.59849e-10,0.2999999999999998,16,
14,4.18085e-10,0.3999999999999997,16,
15,4.7601e-10,0.49999999999999956,16,
16,5.31546e-10,0.5999999999999996,17,
17,5.86855e-10,0.6999999999999997,17,
18,6.41482e-10,0.7999999999999996,17,
19,6.94403e-10,0.8999999999999995,17,
20,7.4488e-10,0.9999999999999996,17,
