,Corriente [A],Tension fotocatodo [V],Escala,Hora
0,4.36027e-11,-1.0,13,13:00:17
1,4.45122e-11,-0.9,13,
2,4.40432e-11,-0.8,13,
3,4.38798e-11,-0.7000000000000001,13,
4,4.42564e-11,-0.6000000000000001,13,
5,4.55851e-11,-0.5000000000000001,13,
6,4.60292e-11,-0.40000000000000013,13,
7,4.99443e-11,-0.30000000000000016,14,
8,5.77247e-11,-0.20000000000000018,14,
9,7.1172e-11,-0.1000000000000002,14,
10,8.66085e-11,-2.220446049250313e-16,14,
11,1.04344e-10,0.09999999999999964,15,
12,1.25604e-10,0.19999999999999973,15,
13,1.46621e-10,0.2999999999999998,15,
14,1.68193e-10,0.3999999999999997,15,
15,1.914e-10,0.49999999999999956,15,
16,2.11259e-10,0.5999999999999996,16,
17,2.34566e-10,0.6999999999999997,16,
18,2.54774e-10,0.7999999999999996,16,
19,2.76403e-10,0.8999999999999995,16,
20,2.98458e-10,0.9999999999999996,16,
