,Corriente [A],Tension fotocatodo [V],Escala,Hora
0,5.56891e-12,-2.0,12,10:36:20
1,4.94096e-12,-1.9,12,
2,4.79086e-12,-1.7999999999999998,12,
3,4.45602e-12,-1.6999999999999997,12,
4,4.42404e-12,-1.5999999999999996,12,
5,5.49163e-12,-1.4999999999999996,12,
6,4.88057e-12,-1.3999999999999995,12,
7,4.36098e-12,-1.2999999999999994,12,
8,3.47634e-12,-1.1999999999999993,12,
9,3.90091e-12,-1.0999999999999992,12,
10,3.05446e-12,-0.9999999999999991,12,
11,5.88687e-12,-0.899999999999999,12,
12,7.55934e-12,-0.7999999999999989,12,
13,1.61223e-11,-0.6999999999999988,12,
14,2.52031e-11,-0.5999999999999988,13,
15,4.16434e-11,-0.49999999999999867,13,
16,6.13984e-11,-0.3999999999999986,14,
17,8.48961e-11,-0.2999999999999985,14,
18,1.13794e-10,-0.1999999999999984,15,
19,1.51339e-10,-0.09999999999999831,15,
20,1.89844e-10,1.7763568394002505e-15,15,
21,2.31041e-10,0.10000000000000187,16,
22,2.76289e-10,0.20000000000000195,16,
23,3.20997e-10,0.30000000000000204,16,
24,3.66187e-10,0.40000000000000213,16,
25,4.12145e-10,0.5000000000000022,16,
26,4.60689e-10,0.6000000000000023,16,
27,5.06137e-10,0.7000000000000024,17,
28,5.50589e-10,0.8000000000000025,17,
29,5.96405e-10,0.9000000000000026,17,
30,6.41027e-10,1.0000000000000027,17,
31,6.86672e-10,1.1000000000000028,17,
32,7.28395e-10,1.2000000000000028,17,
33,7.7171e-10,1.300000000000003,17,
34,8.12921e-10,1.400000000000003,17,
35,8.54758e-10,1.500000000000003,17,
36,8.95856e-10,1.6000000000000032,17,
37,9.3349e-10,1.7000000000000033,17,
38,9.71177e-10,1.8000000000000034,17,
39,1.01023e-09,1.9000000000000035,18,
40,1.04911e-09,2.0000000000000036,18,
41,1.08492e-09,2.100000000000003,18,
42,1.12062e-09,2.2000000000000037,18,
43,1.15416e-09,2.3000000000000043,18,
44,1.18815e-09,2.400000000000004,18,
45,1.2226e-09,2.5000000000000036,18,
46,1.25488e-09,2.600000000000004,18,
47,1.28751e-09,2.7000000000000046,18,
48,1.31912e-09,2.8000000000000043,18,
49,1.35083e-09,2.900000000000004,18,
50,1.37891e-09,3.0000000000000044,18,
51,1.40813e-09,3.100000000000005,18,
52,1.4378e-09,3.2000000000000046,18,
53,1.46486e-09,3.3000000000000043,18,
54,1.49408e-09,3.400000000000005,18,
55,1.52091e-09,3.5000000000000053,18,
56,1.5466e-09,3.600000000000005,18,
57,1.5723e-09,3.7000000000000046,18,
58,1.60038e-09,3.800000000000005,18,
59,1.62573e-09,3.9000000000000057,18,
60,1.65029e-09,4.000000000000005,18,
61,1.67643e-09,4.100000000000005,18,
62,1.6986e-09,4.2000000000000055,18,
63,1.72168e-09,4.300000000000006,18,
64,1.74465e-09,4.400000000000006,18,
65,1.76977e-09,4.500000000000005,18,
66,1.78921e-09,4.600000000000006,18,
67,1.81331e-09,4.700000000000006,18,
68,1.83594e-09,4.800000000000006,18,
69,1.8556e-09,4.900000000000006,18,
70,1.87573e-09,5.000000000000006,18,
71,1.89745e-09,5.100000000000007,18,
72,1.91689e-09,5.200000000000006,18,
73,1.93712e-09,5.300000000000006,18,
74,1.95656e-09,5.400000000000007,18,
75,1.97794e-09,5.500000000000007,18,
76,1.99942e-09,5.600000000000007,18,
77,2.01955e-09,5.700000000000006,19,
78,2.03819e-09,5.800000000000007,19,
79,2.05706e-09,5.9000000000000075,19,
80,2.07389e-09,6.000000000000007,19,
81,2.09003e-09,6.100000000000007,19,
82,2.11095e-09,6.200000000000006,19,
83,2.12891e-09,6.300000000000008,19,
84,2.1471e-09,6.4000000000000075,19,
85,2.16575e-09,6.500000000000007,19,
86,2.18326e-09,6.6000000000000085,19,
87,2.19963e-09,6.700000000000008,19,
88,2.21554e-09,6.800000000000008,19,
89,2.2301e-09,6.9000000000000075,19,
90,2.24669e-09,7.000000000000007,19,
91,2.26807e-09,7.1000000000000085,19,
92,2.27602e-09,7.200000000000008,19,
93,2.2949e-09,7.300000000000008,19,
94,2.31218e-09,7.400000000000009,19,
95,2.32832e-09,7.500000000000009,19,
96,2.34219e-09,7.6000000000000085,19,
97,2.35651e-09,7.700000000000008,19,
98,2.37243e-09,7.800000000000008,19,
99,2.38903e-09,7.900000000000009,19,
100,2.40017e-09,8.000000000000009,19,
101,2.4195e-09,8.100000000000009,19,
102,2.43155e-09,8.20000000000001,19,
103,2.4461e-09,8.30000000000001,19,
104,2.46088e-09,8.40000000000001,19,
105,2.47566e-09,8.500000000000009,19,
106,2.48612e-09,8.600000000000009,19,
107,2.49931e-09,8.70000000000001,19,
108,2.5109e-09,8.80000000000001,19,
109,2.52273e-09,8.90000000000001,19,
110,2.53705e-09,9.00000000000001,19,
111,2.54865e-09,9.10000000000001,19,
112,2.56138e-09,9.20000000000001,19,
113,2.57388e-09,9.30000000000001,19,
114,2.58866e-09,9.40000000000001,19,
115,2.5998e-09,9.50000000000001,19,
116,2.61254e-09,9.60000000000001,19,
117,2.6255e-09,9.70000000000001,19,
118,2.63778e-09,9.800000000000011,19,
119,2.65119e-09,9.900000000000011,19,
120,2.66256e-09,10.00000000000001,19,
