,Corriente [A],Tension fotocatodo [V],Escala,Hora
0,5.56002e-12,-2.0,13,10:33:23
1,5.98635e-12,-1.9,13,
2,6.23682e-12,-1.7999999999999998,13,
3,6.03964e-12,-1.6999999999999997,13,
4,5.4339e-12,-1.5999999999999996,13,
5,5.42502e-12,-1.4999999999999996,13,
6,4.19845e-12,-1.3999999999999995,12,
7,4.6079e-12,-1.2999999999999994,12,
8,3.6371e-12,-1.1999999999999993,12,
9,4.62566e-12,-1.0999999999999992,12,
10,5.24294e-12,-0.9999999999999991,12,
11,6.44998e-12,-0.899999999999999,12,
12,1.25251e-11,-0.7999999999999989,12,
13,2.58426e-11,-0.6999999999999988,13,
14,3.92524e-11,-0.5999999999999988,13,
15,6.34839e-11,-0.49999999999999867,14,
16,9.08895e-11,-0.3999999999999986,14,
17,1.28424e-10,-0.2999999999999985,15,
18,1.77026e-10,-0.1999999999999984,15,
19,2.3232e-10,-0.09999999999999831,16,
20,2.93115e-10,1.7763568394002505e-15,16,
21,3.52459e-10,0.10000000000000187,16,
22,4.23656e-10,0.20000000000000195,16,
23,5.02727e-10,0.30000000000000204,17,
24,5.75145e-10,0.40000000000000213,17,
25,6.4529e-10,0.5000000000000022,17,
26,7.14184e-10,0.6000000000000023,17,
27,7.87967e-10,0.7000000000000024,17,
28,8.5743e-10,0.8000000000000025,17,
29,9.25301e-10,0.9000000000000026,17,
30,9.93005e-10,1.0000000000000027,17,
31,1.06503e-09,1.1000000000000028,18,
32,1.1313e-09,1.2000000000000028,18,
33,1.19565e-09,1.300000000000003,18,
34,1.2575e-09,1.400000000000003,18,
35,1.32002e-09,1.500000000000003,18,
36,1.38107e-09,1.6000000000000032,18,
37,1.4394e-09,1.7000000000000033,18,
38,1.49965e-09,1.8000000000000034,18,
39,1.55979e-09,1.9000000000000035,18,
40,1.61652e-09,2.0000000000000036,18,
41,1.67393e-09,2.100000000000003,18,
42,1.72793e-09,2.2000000000000037,18,
43,1.77932e-09,2.3000000000000043,18,
44,1.83332e-09,2.400000000000004,18,
45,1.88483e-09,2.5000000000000036,18,
46,1.93405e-09,2.600000000000004,18,
47,1.98192e-09,2.7000000000000046,18,
48,2.0341e-09,2.8000000000000043,19,
49,2.07753e-09,2.900000000000004,19,
50,2.12528e-09,3.0000000000000044,19,
51,2.17121e-09,3.100000000000005,19,
52,2.21122e-09,3.2000000000000046,19,
53,2.2567e-09,3.3000000000000043,19,
54,2.29922e-09,3.400000000000005,19,
55,2.3215e-09,3.5000000000000053,19,
56,2.37652e-09,3.600000000000005,19,
57,2.41813e-09,3.7000000000000046,19,
58,2.45883e-09,3.800000000000005,19,
59,2.49567e-09,3.9000000000000057,19,
60,2.53455e-09,4.000000000000005,19,
61,2.51113e-09,4.100000000000005,19,
62,2.54524e-09,4.2000000000000055,19,
63,2.58457e-09,4.300000000000006,19,
64,2.61686e-09,4.400000000000006,19,
65,2.65483e-09,4.500000000000005,19,
66,2.7526e-09,4.600000000000006,19,
67,2.78716e-09,4.700000000000006,19,
68,2.81899e-09,4.800000000000006,19,
69,2.85219e-09,4.900000000000006,19,
70,2.88766e-09,5.000000000000006,19,
71,2.91881e-09,5.100000000000007,19,
72,2.95246e-09,5.200000000000006,19,
73,2.97952e-09,5.300000000000006,19,
74,3.00953e-09,5.400000000000007,19,
75,3.03818e-09,5.500000000000007,19,
76,3.07092e-09,5.600000000000007,19,
77,3.09798e-09,5.700000000000006,19,
78,3.12799e-09,5.800000000000007,19,
79,3.15778e-09,5.9000000000000075,19,
80,3.1887e-09,6.000000000000007,19,
81,3.21826e-09,6.100000000000007,19,
82,3.24714e-09,6.200000000000006,19,
83,3.27488e-09,6.300000000000008,19,
84,3.30103e-09,6.4000000000000075,19,
85,3.32604e-09,6.500000000000007,19,
86,3.35127e-09,6.6000000000000085,19,
87,3.37356e-09,6.700000000000008,19,
88,3.40266e-09,6.800000000000008,19,
89,3.42926e-09,6.9000000000000075,19,
90,3.44745e-09,7.000000000000007,19,
91,3.47474e-09,7.1000000000000085,19,
92,3.48929e-09,7.200000000000008,19,
93,3.52044e-09,7.300000000000008,19,
94,3.54432e-09,7.400000000000009,19,
95,3.56637e-09,7.500000000000009,19,
96,3.5907e-09,7.6000000000000085,19,
97,3.61571e-09,7.700000000000008,19,
98,3.63822e-09,7.800000000000008,19,
99,3.66096e-09,7.900000000000009,19,
100,3.68711e-09,8.000000000000009,19,
101,3.70348e-09,8.100000000000009,19,
102,3.72303e-09,8.20000000000001,19,
103,3.74374e-09,8.30000000000001,19,
104,3.76716e-09,8.40000000000001,19,
105,3.79148e-09,8.500000000000009,19,
106,3.81672e-09,8.600000000000009,19,
107,3.8406e-09,8.70000000000001,19,
108,3.85765e-09,8.80000000000001,19,
109,3.8788e-09,8.90000000000001,19,
110,3.8988e-09,9.00000000000001,19,
111,3.91609e-09,9.10000000000001,19,
112,3.93746e-09,9.20000000000001,19,
113,3.95497e-09,9.30000000000001,19,
114,3.97247e-09,9.40000000000001,19,
115,3.99498e-09,9.50000000000001,19,
116,4.01363e-09,9.60000000000001,19,
117,4.03591e-09,9.70000000000001,19,
118,4.05728e-09,9.800000000000011,19,
119,4.07411e-09,9.900000000000011,19,
120,4.09162e-09,10.00000000000001,19,
