,Corriente [A],Tension fotocatodo [V],Escala,Hora
0,6.87986e-12,-1.5,13,9:57:05
1,5.90109e-12,-1.49,13,
2,7.37371e-12,-1.48,13,
3,7.31687e-12,-1.47,13,
4,5.71279e-12,-1.46,13,
5,6.9971e-12,-1.45,13,
6,6.33629e-12,-1.44,13,
7,7.90307e-12,-1.43,13,
8,6.24925e-12,-1.42,13,
9,7.02197e-12,-1.41,13,
10,6.62939e-12,-1.4,13,
11,6.89229e-12,-1.39,13,
12,6.52814e-12,-1.38,13,
13,6.35406e-12,-1.3699999999999999,13,
14,6.56189e-12,-1.3599999999999999,13,
15,6.57255e-12,-1.3499999999999999,13,
16,5.75898e-12,-1.3399999999999999,13,
17,7.39503e-12,-1.3299999999999998,13,
18,6.57965e-12,-1.3199999999999998,13,
19,5.8851e-12,-1.3099999999999998,13,
20,7.25822e-12,-1.2999999999999998,13,
21,5.62042e-12,-1.2899999999999998,13,
22,6.40912e-12,-1.2799999999999998,13,
23,6.55834e-12,-1.2699999999999998,13,
24,6.02188e-12,-1.2599999999999998,13,
25,5.89398e-12,-1.2499999999999998,13,
26,6.6063e-12,-1.2399999999999998,13,
27,6.39136e-12,-1.2299999999999998,13,
28,7.4501e-12,-1.2199999999999998,13,
29,6.49972e-12,-1.2099999999999997,13,
30,6.38603e-12,-1.1999999999999997,13,
31,5.94194e-12,-1.1899999999999997,13,
32,6.55656e-12,-1.1799999999999997,13,
33,7.26177e-12,-1.1699999999999997,13,
34,6.20307e-12,-1.1599999999999997,13,
35,6.79459e-12,-1.1499999999999997,13,
36,6.11958e-12,-1.1399999999999997,13,
37,6.76617e-12,-1.1299999999999997,13,
38,7.1925e-12,-1.1199999999999997,13,
39,5.96326e-12,-1.1099999999999997,13,
40,6.11602e-12,-1.0999999999999996,13,
41,6.5459e-12,-1.0899999999999996,13,
42,7.29733e-12,-1.0799999999999996,13,
43,6.10892e-12,-1.0699999999999996,13,
44,5.97214e-12,-1.0599999999999996,13,
45,6.70045e-12,-1.0499999999999996,13,
46,7.07881e-12,-1.0399999999999996,13,
47,5.61509e-12,-1.0299999999999996,13,
48,6.25103e-12,-1.0199999999999996,13,
49,6.283e-12,-1.0099999999999996,13,
50,6.25103e-12,-0.9999999999999996,13,
51,6.77328e-12,-0.9899999999999995,13,
52,6.20307e-12,-0.9799999999999995,13,
53,6.16576e-12,-0.9699999999999995,13,
54,6.06451e-12,-0.9599999999999995,13,
55,6.89496e-12,-0.9499999999999995,12,
56,5.87089e-12,-0.9399999999999995,12,
57,7.10279e-12,-0.9299999999999995,12,
58,7.43766e-12,-0.9199999999999995,12,
59,6.89851e-12,-0.9099999999999995,12,
60,7.35417e-12,-0.8999999999999995,12,
61,5.91618e-12,-0.8899999999999995,12,
62,6.15866e-12,-0.8799999999999994,12,
63,6.27945e-12,-0.8699999999999994,12,
64,6.96068e-12,-0.8599999999999994,12,
65,5.46677e-12,-0.8499999999999994,12,
66,6.95802e-12,-0.8399999999999994,12,
67,6.84966e-12,-0.8299999999999994,12,
68,6.75818e-12,-0.8199999999999994,12,
69,7.26355e-12,-0.8099999999999994,12,
70,6.09027e-12,-0.7999999999999994,12,
71,7.16585e-12,-0.7899999999999994,12,
72,6.09116e-12,-0.7799999999999994,12,
73,6.74485e-12,-0.7699999999999994,12,
74,6.75729e-12,-0.7599999999999993,12,
75,6.69512e-12,-0.7499999999999993,12,
76,7.31509e-12,-0.7399999999999993,12,
77,5.85312e-12,-0.7299999999999993,12,
78,7.49806e-12,-0.7199999999999993,12,
79,6.38337e-12,-0.7099999999999993,12,
80,7.04151e-12,-0.6999999999999993,12,
81,7.71477e-12,-0.6899999999999993,12,
82,6.99621e-12,-0.6799999999999993,12,
83,6.49261e-12,-0.6699999999999993,12,
84,6.40912e-12,-0.6599999999999993,12,
85,8.30097e-12,-0.6499999999999992,12,
86,7.2076e-12,-0.6399999999999992,12,
87,6.67646e-12,-0.6299999999999992,12,
88,7.83201e-12,-0.6199999999999992,12,
89,7.58066e-12,-0.6099999999999992,12,
90,9.0879e-12,-0.5999999999999992,12,
91,8.15975e-12,-0.5899999999999992,12,
92,8.89072e-12,-0.5799999999999992,12,
93,9.17227e-12,-0.5699999999999992,12,
94,8.06383e-12,-0.5599999999999992,12,
95,8.98842e-12,-0.5499999999999992,12,
96,9.02928e-12,-0.5399999999999991,12,
97,1.05116e-11,-0.5299999999999991,12,
98,1.00427e-11,-0.5199999999999991,12,
99,1.06067e-11,-0.5099999999999991,12,
100,1.15961e-11,-0.4999999999999991,12,
101,1.19221e-11,-0.4899999999999991,12,
102,1.27872e-11,-0.4799999999999991,12,
103,1.21281e-11,-0.4699999999999991,12,
104,1.53709e-11,-0.4599999999999991,12,
105,1.34213e-11,-0.44999999999999907,12,
106,1.33618e-11,-0.43999999999999906,12,
107,1.30252e-11,-0.42999999999999905,12,
108,1.38876e-11,-0.41999999999999904,12,
109,1.41683e-11,-0.40999999999999903,12,
110,1.57182e-11,-0.399999999999999,12,
111,1.49144e-11,-0.389999999999999,12,
112,1.68826e-11,-0.379999999999999,12,
113,1.80133e-11,-0.369999999999999,12,
114,1.78108e-11,-0.359999999999999,12,
115,1.82948e-11,-0.349999999999999,12,
116,1.78205e-11,-0.33999999999999897,12,
117,1.93624e-11,-0.32999999999999896,13,
118,1.96786e-11,-0.31999999999999895,13,
119,2.30004e-11,-0.30999999999999894,13,
120,2.37518e-11,-0.29999999999999893,13,
121,2.34018e-11,-0.2899999999999989,13,
122,2.58568e-11,-0.2799999999999989,13,
123,2.48371e-11,-0.2699999999999989,13,
124,2.59385e-11,-0.2599999999999989,13,
125,2.80186e-11,-0.2499999999999989,13,
126,2.94025e-11,-0.23999999999999888,13,
127,2.9692e-11,-0.22999999999999887,13,
128,3.01166e-11,-0.21999999999999886,13,
129,3.36142e-11,-0.20999999999999885,13,
130,3.58791e-11,-0.19999999999999885,13,
131,3.53195e-11,-0.18999999999999884,13,
132,3.61864e-11,-0.17999999999999883,13,
133,5.13334e-11,-0.16999999999999882,14,
134,5.41116e-11,-0.1599999999999988,14,
135,5.67015e-11,-0.1499999999999988,14,
136,5.89719e-11,-0.1399999999999988,14,
137,5.82934e-11,-0.12999999999999878,14,
138,6.39138e-11,-0.11999999999999877,14,
139,6.33773e-11,-0.10999999999999877,14,
140,6.5747e-11,-0.09999999999999876,14,
141,6.81664e-11,-0.08999999999999875,14,
142,7.42522e-11,-0.07999999999999874,14,
143,7.42095e-11,-0.06999999999999873,14,
144,7.67675e-11,-0.05999999999999872,14,
145,7.90981e-11,-0.04999999999999871,14,
146,7.85865e-11,-0.0399999999999987,14,
147,6.52034e-11,-0.029999999999998694,14,
148,6.40523e-11,-0.019999999999998685,14,
149,6.69194e-11,-0.009999999999998677,14,
150,6.80171e-11,1.3322676295501878e-15,14,
