,Corriente [A],Tension fotocatodo [V],Escala,Hora
0,6.69867e-12,-1.5,13,9:51:12
1,8.10912e-12,-1.49,13,
2,6.67202e-12,-1.48,13,
3,7.49273e-12,-1.47,13,
4,7.05216e-12,-1.46,13,
5,7.31154e-12,-1.45,13,
6,7.85155e-12,-1.44,13,
7,6.974e-12,-1.43,13,
8,7.47497e-12,-1.42,13,
9,8.11268e-12,-1.41,13,
10,7.5549e-12,-1.4,13,
11,6.27945e-12,-1.39,13,
12,7.51049e-12,-1.38,13,
13,6.71999e-12,-1.3699999999999999,13,
14,5.97214e-12,-1.3599999999999999,13,
15,7.88886e-12,-1.3499999999999999,13,
16,5.73411e-12,-1.3399999999999999,13,
17,9.0275e-12,-1.3299999999999998,13,
18,7.49273e-12,-1.3199999999999998,13,
19,5.50851e-12,-1.3099999999999998,13,
20,6.89052e-12,-1.2999999999999998,13,
21,6.6134e-12,-1.2899999999999998,13,
22,7.56201e-12,-1.2799999999999998,13,
23,6.79459e-12,-1.2699999999999998,13,
24,6.94381e-12,-1.2599999999999998,13,
25,6.49794e-12,-1.2499999999999998,13,
26,7.46253e-12,-1.2399999999999998,13,
27,6.61696e-12,-1.2299999999999998,13,
28,7.38615e-12,-1.2199999999999998,13,
29,6.42511e-12,-1.2099999999999997,13,
30,7.67925e-12,-1.1999999999999997,13,
31,7.38792e-12,-1.1899999999999997,13,
32,6.99177e-12,-1.1799999999999997,13,
33,6.67735e-12,-1.1699999999999997,13,
34,7.8853e-12,-1.1599999999999997,13,
35,6.10359e-12,-1.1499999999999997,13,
36,6.9971e-12,-1.1399999999999997,13,
37,6.38248e-12,-1.1299999999999997,13,
38,6.9296e-12,-1.1199999999999997,13,
39,6.50327e-12,-1.1099999999999997,13,
40,6.84966e-12,-1.0999999999999996,13,
41,6.56544e-12,-1.0899999999999996,13,
42,7.48385e-12,-1.0799999999999996,13,
43,5.99523e-12,-1.0699999999999996,13,
44,7.0948e-12,-1.0599999999999996,13,
45,7.7201e-12,-1.0499999999999996,13,
46,6.81946e-12,-1.0399999999999996,13,
47,6.07162e-12,-1.0299999999999996,13,
48,6.06096e-12,-1.0199999999999996,13,
49,5.66838e-12,-1.0099999999999996,13,
50,7.45365e-12,-0.9999999999999996,13,
51,6.68801e-12,-0.9899999999999995,13,
52,7.16585e-12,-0.9799999999999995,13,
53,6.76617e-12,-0.9699999999999995,13,
54,5.97214e-12,-0.9599999999999995,13,
55,6.65071e-12,-0.9499999999999995,13,
56,5.97036e-12,-0.9399999999999995,13,
57,5.90286e-12,-0.9299999999999995,13,
58,5.68082e-12,-0.9199999999999995,13,
59,6.44287e-12,-0.9099999999999995,13,
60,6.13556e-12,-0.8999999999999995,13,
61,5.80161e-12,-0.8899999999999995,13,
62,7.30621e-12,-0.8799999999999994,13,
63,7.26533e-12,-0.8699999999999994,13,
64,7.0948e-12,-0.8599999999999994,13,
65,7.22092e-12,-0.8499999999999994,13,
66,6.52636e-12,-0.8399999999999994,13,
67,7.11256e-12,-0.8299999999999994,13,
68,6.94203e-12,-0.8199999999999994,13,
69,7.47852e-12,-0.8099999999999994,13,
70,6.09293e-12,-0.7999999999999994,13,
71,6.974e-12,-0.7899999999999994,13,
72,6.9296e-12,-0.7799999999999994,13,
73,7.48562e-12,-0.7699999999999994,13,
74,6.36116e-12,-0.7599999999999993,13,
75,7.76629e-12,-0.7499999999999993,13,
76,7.44832e-12,-0.7399999999999993,13,
77,6.98644e-12,-0.7299999999999993,13,
78,8.92092e-12,-0.7199999999999993,13,
79,7.66504e-12,-0.7099999999999993,13,
80,7.38792e-12,-0.6999999999999993,13,
81,5.95793e-12,-0.6899999999999993,13,
82,7.68458e-12,-0.6799999999999993,13,
83,7.41279e-12,-0.6699999999999993,13,
84,9.47692e-12,-0.6599999999999993,13,
85,1.04095e-11,-0.6499999999999992,13,
86,8.7646e-12,-0.6399999999999992,13,
87,1.05143e-11,-0.6299999999999992,13,
88,1.10152e-11,-0.6199999999999992,13,
89,1.03864e-11,-0.6099999999999992,13,
90,1.1637e-11,-0.5999999999999992,13,
91,1.07648e-11,-0.5899999999999992,13,
92,1.26442e-11,-0.5799999999999992,13,
93,1.39356e-11,-0.5699999999999992,13,
94,1.4703e-11,-0.5599999999999992,13,
95,1.39587e-11,-0.5499999999999992,13,
96,1.51968e-11,-0.5399999999999991,13,
97,1.55717e-11,-0.5299999999999991,13,
98,1.67263e-11,-0.5199999999999991,13,
99,1.87407e-11,-0.5099999999999991,13,
100,1.80941e-11,-0.4999999999999991,13,
101,1.92256e-11,-0.4899999999999991,13,
102,2.08119e-11,-0.4799999999999991,13,
103,2.41355e-11,-0.4699999999999991,13,
104,2.12276e-11,-0.4599999999999991,13,
105,2.62316e-11,-0.44999999999999907,13,
106,2.72921e-11,-0.43999999999999906,13,
107,2.83703e-11,-0.42999999999999905,13,
108,3.00349e-11,-0.41999999999999904,13,
