,Corriente [A],Tension fotocatodo [V],Escala,Hora
0,6.65781e-12,-1.5,13,9:54:45
1,6.95269e-12,-1.49,13,
2,7.17296e-12,-1.48,13,
3,8.18906e-12,-1.47,13,
4,6.17109e-12,-1.46,13,
5,7.14809e-12,-1.45,13,
6,6.94203e-12,-1.44,13,
7,6.18885e-12,-1.43,13,
8,7.52293e-12,-1.42,13,
9,6.48728e-12,-1.41,13,
10,7.1623e-12,-1.4,13,
11,6.62762e-12,-1.39,13,
12,6.75018e-12,-1.38,13,
13,5.90819e-12,-1.3699999999999999,13,
14,5.75009e-12,-1.3599999999999999,13,
15,6.93848e-12,-1.3499999999999999,13,
16,6.30609e-12,-1.3399999999999999,13,
17,7.427e-12,-1.3299999999999998,13,
18,7.23513e-12,-1.3199999999999998,13,
19,6.81591e-12,-1.3099999999999998,13,
20,7.12855e-12,-1.2999999999999998,13,
21,6.90828e-12,-1.2899999999999998,13,
22,7.39148e-12,-1.2799999999999998,13,
23,6.60452e-12,-1.2699999999999998,13,
24,5.96148e-12,-1.2599999999999998,13,
25,7.05749e-12,-1.2499999999999998,13,
26,6.13556e-12,-1.2399999999999998,13,
27,6.78038e-12,-1.2299999999999998,13,
28,7.38792e-12,-1.2199999999999998,13,
29,6.8088e-12,-1.2099999999999997,13,
30,6.5086e-12,-1.1999999999999997,13,
31,6.32031e-12,-1.1899999999999997,13,
32,6.98111e-12,-1.1799999999999997,13,
33,6.4109e-12,-1.1699999999999997,13,
34,6.68979e-12,-1.1599999999999997,13,
35,6.86742e-12,-1.1499999999999997,13,
36,6.32208e-12,-1.1399999999999997,13,
37,6.3434e-12,-1.1299999999999997,13,
38,7.28667e-12,-1.1199999999999997,13,
39,7.03973e-12,-1.1099999999999997,13,
40,6.72354e-12,-1.0999999999999996,13,
41,6.0574e-12,-1.0899999999999996,13,
42,6.17109e-12,-1.0799999999999996,13,
43,6.18885e-12,-1.0699999999999996,13,
44,6.3505e-12,-1.0599999999999996,13,
45,6.06984e-12,-1.0499999999999996,13,
46,6.86742e-12,-1.0399999999999996,13,
47,7.35595e-12,-1.0299999999999996,13,
48,5.8247e-12,-1.0199999999999996,13,
49,6.98822e-12,-1.0099999999999996,13,
50,7.32575e-12,-0.9999999999999996,13,
51,6.13201e-12,-0.9899999999999995,13,
52,6.75907e-12,-0.9799999999999995,13,
53,7.40746e-12,-0.9699999999999995,13,
54,6.24925e-12,-0.9599999999999995,13,
55,6.49616e-12,-0.9499999999999995,13,
56,6.11602e-12,-0.9399999999999995,13,
57,6.68979e-12,-0.9299999999999995,13,
58,7.01308e-12,-0.9199999999999995,13,
59,6.13734e-12,-0.9099999999999995,13,
60,6.32563e-12,-0.8999999999999995,13,
61,6.283e-12,-0.8899999999999995,13,
62,7.16763e-12,-0.8799999999999994,13,
63,7.29555e-12,-0.8699999999999994,13,
64,6.569e-12,-0.8599999999999994,13,
65,5.94905e-12,-0.8499999999999994,13,
66,7.93504e-12,-0.8399999999999994,13,
67,6.33096e-12,-0.8299999999999994,13,
68,7.21914e-12,-0.8199999999999994,13,
69,7.15342e-12,-0.8099999999999994,13,
70,6.49794e-12,-0.7999999999999994,13,
71,7.20848e-12,-0.7899999999999994,13,
72,6.67025e-12,-0.7799999999999994,13,
73,5.72345e-12,-0.7699999999999994,13,
74,7.41457e-12,-0.7599999999999993,13,
75,7.76451e-12,-0.7499999999999993,13,
76,6.62939e-12,-0.7399999999999993,13,
77,6.51748e-12,-0.7299999999999993,13,
78,7.57089e-12,-0.7199999999999993,13,
79,7.07703e-12,-0.7099999999999993,13,
80,6.9669e-12,-0.6999999999999993,13,
81,6.47662e-12,-0.6899999999999993,13,
82,7.38792e-12,-0.6799999999999993,13,
83,7.73076e-12,-0.6699999999999993,13,
84,7.30976e-12,-0.6599999999999993,13,
85,7.57444e-12,-0.6499999999999992,13,
86,7.73254e-12,-0.6399999999999992,13,
87,8.41821e-12,-0.6299999999999992,13,
88,8.21926e-12,-0.6199999999999992,13,
89,9.20158e-12,-0.6099999999999992,13,
90,8.22992e-12,-0.5999999999999992,13,
91,9.73449e-12,-0.5899999999999992,13,
92,8.82855e-12,-0.5799999999999992,13,
93,8.07893e-12,-0.5699999999999992,13,
94,1.09726e-11,-0.5599999999999992,13,
95,1.09104e-11,-0.5499999999999992,13,
96,1.16299e-11,-0.5399999999999991,13,
97,1.00809e-11,-0.5299999999999991,13,
98,1.32162e-11,-0.5199999999999991,13,
99,1.19834e-11,-0.5099999999999991,13,
100,1.17631e-11,-0.4999999999999991,13,
101,1.49428e-11,-0.4899999999999991,13,
102,1.36549e-11,-0.4799999999999991,13,
103,1.4131e-11,-0.4699999999999991,13,
104,1.657e-11,-0.4599999999999991,13,
105,1.61205e-11,-0.44999999999999907,13,
106,1.61667e-11,-0.43999999999999906,13,
107,1.82362e-11,-0.42999999999999905,13,
108,1.79928e-11,-0.41999999999999904,13,
109,2.04957e-11,-0.40999999999999903,13,
110,1.954e-11,-0.399999999999999,13,
111,2.20092e-11,-0.389999999999999,13,
112,2.14834e-11,-0.379999999999999,13,
113,2.26664e-11,-0.369999999999999,13,
114,2.33414e-11,-0.359999999999999,13,
115,2.49171e-11,-0.349999999999999,13,
116,2.64181e-11,-0.33999999999999897,13,
117,2.8285e-11,-0.32999999999999896,13,
118,2.90702e-11,-0.31999999999999895,13,
119,2.97702e-11,-0.30999999999999894,13,
120,3.2099e-11,-0.29999999999999893,13,
121,3.43248e-11,-0.2899999999999989,13,
122,3.60088e-11,-0.2799999999999989,13,
123,3.74618e-11,-0.2699999999999989,13,
124,3.90694e-11,-0.2599999999999989,13,
125,4.2528e-11,-0.2499999999999989,13,
126,4.45601e-11,-0.23999999999999888,13,
127,4.3338e-11,-0.22999999999999887,13,
128,4.5459e-11,-0.21999999999999886,13,
129,4.78286e-11,-0.20999999999999885,13,
130,5.14755e-11,-0.19999999999999885,14,
131,5.17455e-11,-0.18999999999999884,14,
132,5.6229e-11,-0.17999999999999883,14,
133,5.75293e-11,-0.16999999999999882,14,
134,6.11355e-11,-0.1599999999999988,14,
135,6.33276e-11,-0.1499999999999988,14,
136,6.45852e-11,-0.1399999999999988,14,
137,6.74061e-11,-0.12999999999999878,14,
138,6.99143e-11,-0.11999999999999877,14,
139,7.37228e-11,-0.10999999999999877,14,
140,7.7176e-11,-0.09999999999999876,14,
141,8.08922e-11,-0.08999999999999875,14,
142,8.29776e-11,-0.07999999999999874,14,
143,8.28e-11,-0.06999999999999873,14,
144,8.81859e-11,-0.05999999999999872,14,
145,9.17351e-11,-0.04999999999999871,14,
146,9.34688e-11,-0.0399999999999987,14,
147,9.6684e-11,-0.029999999999998694,14,
148,9.83644e-11,-0.019999999999998685,14,
149,1.03747e-10,-0.009999999999998677,15,
150,1.05225e-10,1.3322676295501878e-15,15,
