,Corriente [A],Tension fotocatodo [V],Escala,Hora
0,7.20315e-12,-1.5,13,9:50:10
1,7.12322e-12,-1.49,13,
2,6.65959e-12,-1.48,13,
3,7.73964e-12,-1.47,13,
4,6.60808e-12,-1.46,13,
5,9.26553e-12,-1.45,13,
6,7.09124e-12,-1.44,13,
7,7.01131e-12,-1.43,13,
8,6.75196e-12,-1.42,13,
9,6.23682e-12,-1.41,13,
10,6.14267e-12,-1.4,13,
11,7.6526e-12,-1.39,13,
12,6.95269e-12,-1.38,13,
13,7.53358e-12,-1.3699999999999999,13,
14,7.46964e-12,-1.3599999999999999,13,
15,8.88184e-12,-1.3499999999999999,13,
16,6.45353e-12,-1.3399999999999999,13,
17,7.01308e-12,-1.3299999999999998,13,
18,6.24037e-12,-1.3199999999999998,13,
19,6.61873e-12,-1.3099999999999998,13,
20,7.44299e-12,-1.2999999999999998,13,
21,7.15164e-12,-1.2899999999999998,13,
22,6.58321e-12,-1.2799999999999998,13,
23,6.89585e-12,-1.2699999999999998,13,
24,7.16585e-12,-1.2599999999999998,13,
25,6.95624e-12,-1.2499999999999998,13,
26,7.54424e-12,-1.2399999999999998,13,
27,6.31853e-12,-1.2299999999999998,13,
28,6.59386e-12,-1.2199999999999998,13,
29,7.18539e-12,-1.2099999999999997,13,
30,6.65248e-12,-1.1999999999999997,13,
31,6.55301e-12,-1.1899999999999997,13,
32,6.75196e-12,-1.1799999999999997,13,
33,7.17296e-12,-1.1699999999999997,13,
34,6.55656e-12,-1.1599999999999997,13,
35,6.34695e-12,-1.1499999999999997,13,
36,6.6063e-12,-1.1399999999999997,13,
37,7.64372e-12,-1.1299999999999997,13,
38,6.74663e-12,-1.1199999999999997,13,
39,5.75187e-12,-1.1099999999999997,13,
40,6.17464e-12,-1.0999999999999996,13,
41,6.27945e-12,-1.0899999999999996,13,
42,5.81582e-12,-1.0799999999999996,13,
43,7.17473e-12,-1.0699999999999996,13,
44,6.82657e-12,-1.0599999999999996,13,
45,6.04497e-12,-1.0499999999999996,13,
46,6.00234e-12,-1.0399999999999996,13,
47,6.9065e-12,-1.0299999999999996,13,
48,7.38792e-12,-1.0199999999999996,13,
49,5.90464e-12,-1.0099999999999996,13,
50,6.69867e-12,-0.9999999999999996,13,
51,7.23335e-12,-0.9899999999999995,13,
52,6.52103e-12,-0.9799999999999995,13,
53,5.92063e-12,-0.9699999999999995,13,
54,5.89753e-12,-0.9599999999999995,13,
55,7.58332e-12,-0.9499999999999995,13,
56,7.16052e-12,-0.9399999999999995,13,
57,6.24392e-12,-0.9299999999999995,13,
58,5.39305e-12,-0.9199999999999995,13,
59,6.51393e-12,-0.9099999999999995,13,
60,6.6063e-12,-0.8999999999999995,13,
