#Thorlabs FTS
[SpectrumHeader]
#Date;20240521
#Time;13063641
#GMTTime;16063641
#Instrument;0
#InstrModel;CCS200
#Series;0
#InterferometerSerial;M00404267
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;30.000000
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;9801.955078
#WnrMax;51689.597656
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
1.934625244e+02;6.826121826e-04
1.936655121e+02;1.454747253e-04
1.938684998e+02;1.723316091e-04
1.940715179e+02;9.511809330e-04
1.942745514e+02;9.176097956e-05
1.944776001e+02;-5.796608166e-04
1.946806641e+02;-4.453764705e-04
1.948837433e+02;-4.722333397e-04
1.950868378e+02;1.246606465e-03
1.952899628e+02;1.944885240e-03
1.954930878e+02;6.288984441e-04
1.956962280e+02;-2.036646183e-04
1.958993835e+02;1.918028342e-03
1.961025696e+02;7.631828194e-04
1.963057556e+02;1.971742138e-03
1.965089722e+02;-8.482295671e-04
1.967122040e+02;2.132883295e-03
1.969154358e+02;-9.019433055e-04
1.971186981e+02;1.112322207e-03
1.973219757e+02;4.140434612e-04
1.975252533e+02;4.677571997e-04
1.977285614e+02;1.300320262e-03
1.979318848e+02;1.327177160e-03
1.981352234e+02;-3.379489935e-04
1.983385773e+02;3.804723747e-05
1.985419464e+02;-5.528039765e-04
1.987453461e+02;-3.379489935e-04
1.989487457e+02;6.490411033e-05
1.991521606e+02;1.595745911e-03
1.993555908e+02;-1.063084579e-03
1.995590515e+02;1.454747253e-04
1.997625122e+02;9.176097956e-05
1.999660034e+02;1.515175216e-03
2.001694946e+02;-1.653935760e-03
2.003730164e+02;1.380890841e-03
2.005765533e+02;-1.063084579e-03
2.007800903e+02;1.676316489e-03
2.009836578e+02;-1.976218307e-03
2.011872406e+02;2.186597092e-03
2.013908386e+02;9.176097956e-05
2.015944519e+02;1.166035887e-03
2.017980804e+02;8.168965578e-04
2.020017242e+02;8.706102963e-04
2.022053833e+02;1.542032114e-03
2.024090576e+02;6.490411033e-05
2.026127472e+02;-9.556570440e-04
2.028164520e+02;-1.768077491e-04
2.030201721e+02;4.409003304e-04
2.032239227e+02;1.004894613e-03
2.034276733e+02;-6.870883517e-04
2.036314545e+02;8.437534561e-04
2.038352356e+02;3.046016907e-03
2.040390472e+02;9.780378314e-04
2.042428589e+02;7.094690809e-04
2.044467010e+02;1.085465308e-03
2.046505585e+02;7.631828194e-04
2.048544159e+02;9.176097956e-05
2.050583038e+02;-7.945158286e-04
2.052622070e+02;2.589450218e-03
2.054661255e+02;6.490411033e-05
2.056700592e+02;2.106026514e-03
2.058740082e+02;2.260453475e-04
2.060779724e+02;6.490411033e-05
2.062819519e+02;1.004894613e-03
2.064859467e+02;-4.185196012e-04
2.066899567e+02;-2.842352260e-04
2.068939972e+02;-6.870883517e-04
2.070980377e+02;3.066159552e-04
2.073020935e+02;1.166035887e-03
2.075061798e+02;9.243240347e-04
2.077102661e+02;1.454747253e-04
2.079143677e+02;1.327177160e-03
2.081184998e+02;-1.499508799e-04
2.083226471e+02;-2.137359465e-03
2.085267944e+02;1.723316091e-04
2.087309723e+02;2.159740310e-03
2.089351654e+02;-1.768077491e-04
2.091393585e+02;-2.036646183e-04
2.093435822e+02;1.783743966e-03
2.095478210e+02;1.300320262e-03
2.097520752e+02;6.288984441e-04
2.099563446e+02;1.380890841e-03
2.101606293e+02;2.132883295e-03
2.103649292e+02;-5.796608166e-04
2.105692444e+02;1.568889013e-03
2.107735748e+02;1.461461536e-03
2.109779205e+02;1.783743966e-03
2.111822815e+02;1.119036369e-05
2.113866730e+02;2.294024685e-03
2.115910645e+02;-5.796608166e-04
2.117954712e+02;1.649459591e-03
2.119999084e+02;-3.648058628e-04
2.122043457e+02;8.437534561e-04
2.124088135e+02;1.139178989e-03
2.126132812e+02;4.677571997e-04
2.128177795e+02;-6.333746132e-04
2.130222778e+02;1.703173388e-03
2.132268066e+02;1.991884783e-04
2.134313507e+02;1.300320262e-03
2.136359100e+02;-2.573783568e-04
2.138404694e+02;2.079169499e-03
2.140450592e+02;8.706102963e-04
2.142496643e+02;2.240310889e-03
2.144542847e+02;-2.137359465e-03
2.146589203e+02;1.119036369e-05
2.148635712e+02;3.603297228e-04
2.150682373e+02;2.482022624e-03
2.152729187e+02;-1.277939533e-03
2.154776154e+02;8.974671946e-04
2.156823273e+02;-1.036227681e-03
2.158870697e+02;2.884875750e-03
2.160918121e+02;1.186178561e-04
2.162965698e+02;2.723734593e-03
2.165013580e+02;6.020415458e-04
2.167061462e+02;1.407747739e-03
2.169109497e+02;9.176097956e-05
2.171157837e+02;1.703173388e-03
2.173206177e+02;9.243240347e-04
2.175254822e+02;-1.566651008e-05
2.177303467e+02;1.354034059e-03
2.179352417e+02;1.273463364e-03
2.181401520e+02;-3.648058628e-04
2.183450623e+02;-1.230939961e-04
2.185500031e+02;-1.009370782e-03
2.187549591e+02;-1.230939961e-04
2.189599304e+02;4.409003304e-04
2.191649017e+02;-4.453764705e-04
2.193699036e+02;-2.573783568e-04
2.195749207e+02;-9.019433055e-04
2.197799530e+02;-6.065177149e-04
2.199850006e+02;1.703173388e-03
2.201900635e+02;3.871865920e-04
2.203951416e+02;2.294024685e-03
2.206002350e+02;1.542032114e-03
2.208053589e+02;1.542032114e-03
2.210104828e+02;-1.546508283e-03
2.212156219e+02;9.511809330e-04
2.214207764e+02;5.214709672e-04
2.216259613e+02;6.020415458e-04
2.218311462e+02;-3.648058628e-04
2.220363464e+02;2.529022167e-04
2.222415771e+02;-9.288002038e-04
2.224468079e+02;4.140434612e-04
2.226520691e+02;5.751847057e-04
2.228573303e+02;2.508879639e-03
2.230626221e+02;-7.408020901e-04
2.232679138e+02;2.529022167e-04
2.234732361e+02;-2.842352260e-04
2.236785583e+02;2.374595264e-03
2.238839111e+02;-6.065177149e-04
2.240892792e+02;3.905436955e-03
2.242946625e+02;-6.333746132e-04
2.245000458e+02;4.677571997e-04
2.247054596e+02;6.490411033e-05
2.249108887e+02;4.677571997e-04
2.251163330e+02;1.031751512e-03
2.253217926e+02;1.864314545e-03
2.255272675e+02;5.214709672e-04
2.257327576e+02;1.454747253e-04
2.259382629e+02;-3.648058628e-04
2.261437836e+02;-4.185196012e-04
2.263493195e+02;4.677571997e-04
2.265548706e+02;1.354034059e-03
2.267604370e+02;-1.768077491e-04
2.269660187e+02;1.542032114e-03
2.271716309e+02;1.186178561e-04
2.273772430e+02;1.186178561e-04
2.275828705e+02;-8.750864654e-04
2.277885132e+02;1.031751512e-03
2.279941864e+02;9.176097956e-05
2.281998596e+02;3.663724987e-03
2.284055634e+02;-1.331653330e-03
2.286112671e+02;1.810600865e-03
2.288169861e+02;4.140434612e-04
2.290227356e+02;1.219749684e-03
2.292284851e+02;9.176097956e-05
2.294342651e+02;4.140434612e-04
2.296400604e+02;8.974671946e-04
2.298458557e+02;-1.788220135e-03
2.300516815e+02;2.797590860e-04
2.302575226e+02;1.166035887e-03
2.304633636e+02;-5.528039765e-04
2.306692352e+02;1.219749684e-03
2.308751221e+02;-3.916627320e-04
2.310810089e+02;8.437534561e-04
2.312869263e+02;-1.385367010e-03
2.314928589e+02;1.595745911e-03
2.316988068e+02;1.515175216e-03
2.319047699e+02;1.461461536e-03
2.321107483e+02;-9.825138841e-04
2.323167419e+02;2.260453475e-04
2.325227509e+02;5.214709672e-04
2.327287750e+02;1.649459591e-03
2.329348145e+02;-4.185196012e-04
2.331408691e+02;-1.439080806e-03
2.333469391e+02;-9.623712685e-05
2.335530243e+02;1.703173388e-03
2.337591248e+02;2.025455935e-03
2.339652405e+02;-3.916627320e-04
2.341713867e+02;1.219749684e-03
2.343775330e+02;1.568889013e-03
2.345836945e+02;-1.600221964e-03
2.347898712e+02;1.139178989e-03
2.349960785e+02;5.751847057e-04
2.352022858e+02;1.058608410e-03
2.354085083e+02;-1.143655158e-03
2.356147614e+02;2.347738249e-03
2.358210144e+02;-9.825138841e-04
2.360272827e+02;9.176097956e-05
2.362335815e+02;1.327177160e-03
2.364398804e+02;3.066159552e-04
2.366462097e+02;5.751847057e-04
2.368525391e+02;1.192892785e-03
2.370588989e+02;4.409003304e-04
2.372652588e+02;1.515175216e-03
2.374716492e+02;1.971742138e-03
2.376780548e+02;1.723316091e-04
2.378844604e+02;1.783743966e-03
2.380908966e+02;8.974671946e-04
2.382973480e+02;-2.573783568e-04
2.385037994e+02;1.004894613e-03
2.387102814e+02;-1.815077034e-03
2.389167786e+02;2.428308828e-03
2.391232758e+02;6.288984441e-04
2.393298035e+02;1.186178561e-04
2.395363464e+02;8.168965578e-04
2.397429047e+02;2.455165843e-03
2.399494781e+02;1.119036369e-05
2.401560669e+02;-2.305214875e-04
2.403626556e+02;-1.036227681e-03
2.405692749e+02;1.031751512e-03
2.407759094e+02;-7.945158286e-04
2.409825592e+02;-4.185196012e-04
2.411892242e+02;-9.556570440e-04
2.413959045e+02;1.112322207e-03
2.416026001e+02;-2.573783568e-04
2.418093109e+02;1.595745911e-03
2.420160370e+02;1.723316091e-04
2.422227783e+02;2.508879639e-03
2.424295502e+02;5.483278073e-04
2.426363220e+02;-1.251082635e-03
2.428431091e+02;2.260453475e-04
2.430499115e+02;1.407747739e-03
2.432567291e+02;-4.990902380e-04
2.434635620e+02;6.020415458e-04
2.436704102e+02;-2.573783568e-04
2.438772888e+02;-1.566651008e-05
2.440841675e+02;2.106026514e-03
2.442910614e+02;7.094690809e-04
2.444979706e+02;-4.453764705e-04
2.447049103e+02;3.804723747e-05
2.449118500e+02;-9.556570440e-04
2.451188049e+02;2.529022167e-04
2.453257904e+02;-1.734506339e-03
2.455327759e+02;6.826121826e-04
2.457397766e+02;1.515175216e-03
2.459468079e+02;1.327177160e-03
2.461538391e+02;1.219749684e-03
2.463609009e+02;1.058608410e-03
2.465679626e+02;-4.722333397e-04
2.467750549e+02;1.568889013e-03
2.469821472e+02;-1.230939961e-04
2.471892548e+02;1.407747739e-03
2.473963928e+02;-1.230939961e-04
2.476035309e+02;2.025455935e-03
2.478106995e+02;2.260453475e-04
2.480178833e+02;-6.870883517e-04
2.482250671e+02;-4.453764705e-04
2.484322815e+02;1.300320262e-03
2.486394958e+02;7.094690809e-04
2.488467407e+02;2.723734593e-03
2.490539856e+02;-7.945158286e-04
2.492612610e+02;1.703173388e-03
2.494685516e+02;5.751847057e-04
2.496758423e+02;1.327177160e-03
2.498831635e+02;1.119036369e-05
2.500904999e+02;-1.358510111e-03
2.502978363e+02;-9.556570440e-04
2.505052032e+02;-1.768077491e-04
2.507125854e+02;1.783743966e-03
2.509199829e+02;-3.916627320e-04
2.511273804e+02;9.243240347e-04
2.513348083e+02;7.900396595e-04
2.515422516e+02;1.354034059e-03
2.517497101e+02;-6.602314534e-04
2.519571686e+02;8.437534561e-04
2.521646576e+02;8.168965578e-04
2.523721619e+02;-5.259470781e-04
2.525796814e+02;1.186178561e-04
2.527872162e+02;-2.573783568e-04
2.529947510e+02;3.066159552e-04
2.532023163e+02;1.723316091e-04
2.534098969e+02;6.288984441e-04
2.536174927e+02;1.891171443e-03
2.538251038e+02;-1.566651008e-05
2.540327301e+02;4.946140689e-04
2.542403717e+02;1.192892785e-03
2.544480286e+02;1.407747739e-03
2.546557007e+02;1.730030286e-03
2.548633881e+02;5.214709672e-04
2.550710754e+02;1.542032114e-03
2.552787933e+02;7.631828194e-04
2.554865265e+02;9.176097956e-05
2.556942749e+02;-1.063084579e-03
2.559020386e+02;7.094690809e-04
2.561098328e+02;-2.573783568e-04
2.563176270e+02;3.422013251e-03
2.565254211e+02;1.991884783e-04
2.567332458e+02;-1.304796431e-03
2.569411011e+02;7.631828194e-04
2.571489563e+02;1.461461536e-03
2.573568115e+02;6.490411033e-05
2.575646973e+02;1.004894613e-03
2.577726135e+02;1.186178561e-04
2.579805298e+02;3.334728535e-04
2.581884460e+02;2.260453475e-04
2.583963928e+02;-1.573365182e-03
2.586043701e+02;-9.019433055e-04
2.588123474e+02;1.891171443e-03
2.590203247e+02;1.434604637e-03
